entity_index,byte_offset,updateType,highGuid,highGuidName,subType,guid_lo,guid_hi,objectType,objectTypeName,valuesSize,fragmentCount,fragments,raw_bytes
18,0x14D4,1,3,Item,0,0x4000000d6f576328,0x0c00d40000000000,1,Item,300,2,"CGObject,Tag_Item",
19,0x1617,1,3,Item,0,0x4000000d6f5508ed,0x0c00d40000000000,1,Item,300,2,"CGObject,Tag_Item",
20,0x175A,1,3,Item,0,0x4000000d6f585e2f,0x0c00d40000000000,1,Item,304,2,"CGObject,Tag_Item",
21,0x18A1,1,3,Item,0,0x4000000d6f5986c5,0x0c00d40000000000,1,Item,304,2,"CGObject,Tag_Item",
22,0x19E8,1,3,Item,0,0x4000000d6958e936,0x0c00d40000000000,1,Item,304,2,"CGObject,Tag_Item",
23,0x1B2F,1,3,Item,0,0x4000000d6f38280d,0x0c00d40000000000,1,Item,300,2,"CGObject,Tag_Item",
24,0x1C72,1,3,Item,0,0x4000000d6a0b7b2c,0x0c00d40000000000,1,Item,300,2,"CGObject,Tag_Item",
25,0x1DB5,1,3,Item,0,0x4000000d6e46e321,0x0c00d40000000000,1,Item,300,2,"CGObject,Tag_Item",
26,0x1EF8,1,3,Item,0,0x4000000d6f36d61b,0x0c00d40000000000,1,Item,300,2,"CGObject,Tag_Item",
27,0x203B,1,3,Item,0,0x4000000d6f341d58,0x0c00d40000000000,1,Item,300,2,"CGObject,Tag_Item",
28,0x217E,1,3,Item,0,0x4000000c70348fca,0x0c00d40000000000,2,Container,723,3,"CGObject,Tag_Item,Tag_Container",
29,0x2468,1,3,Item,0,0x4000000d51b1ba09,0x0c00d40000000000,2,Container,483,3,"CGObject,Tag_Item,Tag_Container",
30,0x2662,1,3,Item,0,0x4000000993c38773,0x0c00d40000000000,1,Item,282,2,"CGObject,Tag_Item",
31,0x2793,1,3,Item,0,0x4000000991665522,0x0c00d40000000000,1,Item,282,2,"CGObject,Tag_Item",
32,0x28C4,1,3,Item,0,0x4000000996114d9f,0x0c00d40000000000,1,Item,282,2,"CGObject,Tag_Item",
33,0x29F5,1,3,Item,0,0x4000000c88b26b4c,0x0c00d40000000000,1,Item,287,2,"CGObject,Tag_Item",
34,0x2B2B,1,3,Item,0,0x4000000c8bf16cd5,0x0c00d40000000000,1,Item,282,2,"CGObject,Tag_Item",
35,0x2C5C,1,3,Item,0,0x4000000c8d04bc85,0x0c00d40000000000,1,Item,287,2,"CGObject,Tag_Item",
36,0x2D92,1,3,Item,0,0x4000000c9114a027,0x0c00d40000000000,1,Item,287,2,"CGObject,Tag_Item",
37,0x2EC8,1,3,Item,0,0x4000000c90a01374,0x0c00d40000000000,1,Item,282,2,"CGObject,Tag_Item",
38,0x2FF9,1,3,Item,0,0x4000000c70348fcb,0x0c00d40000000000,2,Container,722,3,"CGObject,Tag_Item,Tag_Container",
39,0x32E2,1,3,Item,0,0x4000000c70348fcd,0x0c00d40000000000,2,Container,722,3,"CGObject,Tag_Item,Tag_Container",
40,0x35CB,1,3,Item,0,0x4000000c70348fcc,0x0c00d40000000000,2,Container,722,3,"CGObject,Tag_Item,Tag_Container",
41,0x38B4,1,3,Item,0,0x4000000c70348fce,0x0c00d40000000000,2,Container,666,3,"CGObject,Tag_Item,Tag_Container",
42,0x3B65,1,3,Item,0,0x4000000d51b1ba03,0x0c00d40000000000,2,Container,643,3,"CGObject,Tag_Item,Tag_Container",
43,0x3DFF,1,3,Item,0,0x4000000d51b1ba04,0x0c00d40000000000,2,Container,483,3,"CGObject,Tag_Item,Tag_Container",
44,0x3FF9,1,3,Item,0,0x4000000d51b1ba05,0x0c00d40000000000,2,Container,483,3,"CGObject,Tag_Item,Tag_Container",
45,0x41F3,1,3,Item,0,0x4000000d51b1ba06,0x0c00d40000000000,2,Container,1267,3,"CGObject,Tag_Item,Tag_Container",
46,0x46FD,1,3,Item,0,0x4000000d51b1ba08,0x0c00d40000000000,2,Container,483,3,"CGObject,Tag_Item,Tag_Container",
47,0x48F7,1,3,Item,0,0x4000000986d83101,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
48,0x4A2A,1,3,Item,0,0x40000009796fa371,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
49,0x4B5D,1,3,Item,0,0x40000009716398be,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
50,0x4C90,1,3,Item,0,0x400000098701a819,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
51,0x4DC3,1,3,Item,0,0x4000000992b479d2,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
52,0x4EF6,1,3,Item,0,0x4000000992b9c39e,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
53,0x5029,1,3,Item,0,0x4000000992b5823f,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
54,0x515C,1,3,Item,0,0x40000009716398b2,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
55,0x528F,1,3,Item,0,0x40000009716398b4,0x0c00d40000000000,1,Item,420,2,"CGObject,Tag_Item",
56,0x544A,1,3,Item,0,0x40000009716398b5,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
57,0x557D,1,3,Item,0,0x40000009716398b6,0x0c00d40000000000,1,Item,378,2,"CGObject,Tag_Item",
58,0x570E,1,3,Item,0,0x40000009716398b8,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
59,0x5841,1,3,Item,0,0x40000009716398ba,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
60,0x5974,1,3,Item,0,0x40000009716398bd,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
61,0x5AA7,1,3,Item,0,0x4000000971639895,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
62,0x5BDA,1,3,Item,0,0x40000009716398df,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
63,0x5D0D,1,3,Item,0,0x40000009716398d1,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
64,0x5E40,1,3,Item,0,0x40000009716398d2,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
65,0x5F73,1,3,Item,0,0x40000009716398d7,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
66,0x60A6,1,3,Item,0,0x40000009716398d8,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
67,0x61D9,1,3,Item,0,0x40000009716398d9,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
68,0x630C,1,3,Item,0,0x40000009716398dd,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
69,0x643F,1,3,Item,0,0x40000009716398de,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
70,0x6572,1,3,Item,0,0x40000009716398e0,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
71,0x66A5,1,3,Item,0,0x40000009716398e3,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
72,0x67D8,1,3,Item,0,0x40000009716398c3,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
73,0x690B,1,3,Item,0,0x40000009716398bf,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
74,0x6A3E,1,3,Item,0,0x40000009716398c0,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
75,0x6B71,1,3,Item,0,0x40000009716398c2,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
76,0x6CA4,1,3,Item,0,0x40000009716398c5,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
77,0x6DD7,1,3,Item,0,0x40000009716398c6,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
78,0x6F0A,1,3,Item,0,0x40000009716398ca,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
79,0x703D,1,3,Item,0,0x40000009716398ce,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
80,0x7170,1,3,Item,0,0x40000009716398d0,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
81,0x72A3,1,3,Item,0,0x40000009716398a5,0x0c00d40000000000,1,Item,416,2,"CGObject,Tag_Item",
82,0x745A,1,3,Item,0,0x40000009716398a2,0x0c00d40000000000,2,Container,485,3,"CGObject,Tag_Item,Tag_Container",
83,0x7656,1,3,Item,0,0x40000009716398a3,0x0c00d40000000000,2,Container,485,3,"CGObject,Tag_Item,Tag_Container",
84,0x7852,1,3,Item,0,0x40000009716398a4,0x0c00d40000000000,2,Container,485,3,"CGObject,Tag_Item,Tag_Container",
85,0x7A4E,1,3,Item,0,0x40000009716398a6,0x0c00d40000000000,2,Container,485,3,"CGObject,Tag_Item,Tag_Container",
86,0x7C4A,1,3,Item,0,0x40000009716398ec,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
87,0x7D7D,1,3,Item,0,0x40000009716398e6,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
88,0x7EB0,1,3,Item,0,0x40000009716398e8,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
89,0x7FE3,1,3,Item,0,0x40000009716398eb,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
90,0x8116,1,3,Item,0,0x40000009716398ed,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
91,0x8249,1,3,Item,0,0x40000009716398ee,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
92,0x837C,1,3,Item,0,0x40000009716398ef,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
93,0x84AF,1,3,Item,0,0x40000009716398f0,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
94,0x85E2,1,3,Item,0,0x40000009716398f2,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
95,0x8715,1,3,Item,0,0x40000009716398f8,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
96,0x8848,1,3,Item,0,0x40000009716398f6,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
97,0x897B,1,3,Item,0,0x40000009716398f7,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
98,0x8AAE,1,3,Item,0,0x40000009716398f5,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
99,0x8BE1,1,3,Item,0,0x40000009716398f9,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
100,0x8D14,1,3,Item,0,0x40000009716398fa,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
101,0x8E47,1,3,Item,0,0x40000009716398fc,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
102,0x8F7A,1,3,Item,0,0x40000009716398fd,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
103,0x90AD,1,3,Item,0,0x4000000971639907,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
104,0x91E0,1,3,Item,0,0x400000097163990a,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
105,0x9313,1,3,Item,0,0x400000097163990b,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
106,0x9446,1,3,Item,0,0x400000097163990c,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
107,0x9579,1,3,Item,0,0x40000009716398af,0x0c00d40000000000,2,Container,485,3,"CGObject,Tag_Item,Tag_Container",
108,0x9775,1,3,Item,0,0x4000000971639901,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
109,0x98A8,1,3,Item,0,0x4000000971639906,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
110,0x99DB,1,3,Item,0,0x4000000d6e41b975,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
111,0x9B20,1,3,Item,0,0x4000000d6f398cea,0x0c00d40000000000,1,Item,306,2,"CGObject,Tag_Item",
112,0x9C69,1,3,Item,0,0x4000000d6f551e43,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
113,0x9D9C,1,3,Item,0,0x4000000d58a53d5c,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
114,0x9ECF,1,3,Item,0,0x4000000d6f593301,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
115,0xA014,1,3,Item,0,0x4000000d5e5eab0f,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
116,0xA147,1,3,Item,0,0x4000000d6027ac42,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
117,0xA28C,1,3,Item,0,0x4000000d602770d3,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
118,0xA3BF,1,3,Item,0,0x4000000d695937e9,0x0c00d40000000000,1,Item,306,2,"CGObject,Tag_Item",
119,0xA508,1,3,Item,0,0x4000000d6a0b9a78,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
120,0xA63B,1,3,Item,0,0x4000000d6cf40008,0x0c00d40000000000,1,Item,294,2,"CGObject,Tag_Item",
121,0xA777,1,3,Item,0,0x4000000985903f2c,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
122,0xA8AA,1,3,Item,0,0x40000009d002142d,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
123,0xA9DD,1,3,Item,0,0x40000009d0026db2,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
124,0xAB10,1,3,Item,0,0x40000009d0025535,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
125,0xAC43,1,3,Item,0,0x40000009797f4248,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
126,0xAD76,1,3,Item,0,0x40000009797f425e,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
127,0xAEA9,1,3,Item,0,0x40000009797f4222,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
128,0xAFDC,1,3,Item,0,0x4000000979895798,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
129,0xB10F,1,3,Item,0,0x4000000984759488,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
130,0xB242,1,3,Item,0,0x40000009d0040fc9,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
131,0xB375,1,3,Item,0,0x40000009d00247b9,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
132,0xB4A8,1,3,Item,0,0x40000009d0040a4b,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
133,0xB5DB,1,3,Item,0,0x40000009d003f2e8,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
134,0xB70E,1,3,Item,0,0x40000009d002f75b,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
135,0xB841,1,3,Item,0,0x40000009d003f2e7,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
136,0xB974,1,3,Item,0,0x40000009798e6dc6,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
137,0xBAA7,1,3,Item,0,0x4000000d6a9c2a9e,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
138,0xBBEC,1,3,Item,0,0x4000000d58a53d58,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
139,0xBD1F,1,3,Item,0,0x4000000d58a541ab,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
140,0xBE52,1,3,Item,0,0x4000000d5d6e5e39,0x0c00d40000000000,1,Item,314,2,"CGObject,Tag_Item",
141,0xBFA3,1,3,Item,0,0x4000000d69589d2c,0x0c00d40000000000,1,Item,294,2,"CGObject,Tag_Item",
142,0xC0E0,1,3,Item,0,0x4000000d69595643,0x0c00d40000000000,1,Item,310,2,"CGObject,Tag_Item",
143,0xC22D,1,3,Item,0,0x4000000d6a0bac3a,0x0c00d40000000000,1,Item,306,2,"CGObject,Tag_Item",
144,0xC376,1,3,Item,0,0x4000000d60b57dd6,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
145,0xC4BB,1,3,Item,0,0x40000009c578950b,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
146,0xC5EE,1,3,Item,0,0x4000000d60b60738,0x0c00d40000000000,1,Item,294,2,"CGObject,Tag_Item",
147,0xC72B,1,3,Item,0,0x4000000d60b5f95b,0x0c00d40000000000,1,Item,306,2,"CGObject,Tag_Item",
148,0xC874,1,3,Item,0,0x4000000d6f333a8b,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
149,0xC9A7,1,3,Item,0,0x4000000d6f337d95,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
150,0xCAEC,1,3,Item,0,0x4000000d6f3339a1,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
151,0xCC1F,1,3,Item,0,0x4000000d6f341b1d,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
152,0xCD64,1,3,Item,0,0x4000000d6e41e71c,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
153,0xCEA9,1,3,Item,0,0x4000000d6f3492d9,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
154,0xCFDC,1,3,Item,0,0x4000000d6f360962,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
155,0xD10F,1,3,Item,0,0x4000000d6f35dfec,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
156,0xD242,1,3,Item,0,0x4000000d6f35d170,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
157,0xD375,1,3,Item,0,0x4000000d6f3669f0,0x0c00d40000000000,1,Item,306,2,"CGObject,Tag_Item",
158,0xD4BE,1,3,Item,0,0x4000000d6f376643,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
159,0xD5F1,1,3,Item,0,0x4000000d6f37663d,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
160,0xD724,1,3,Item,0,0x4000000d6e468e96,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
161,0xD869,1,3,Item,0,0x4000000d6f37c37d,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
162,0xD99C,1,3,Item,0,0x4000000d6f37e618,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
163,0xDACF,1,3,Item,0,0x4000000d6f374dd8,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
164,0xDC02,1,3,Item,0,0x4000000d6f37d144,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
165,0xDD35,1,3,Item,0,0x4000000d6f380002,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
166,0xDE67,1,3,Item,0,0x4000000d6ecf4e2c,0x0c00d40000000000,1,Item,294,2,"CGObject,Tag_Item",
167,0xDFA4,1,3,Item,0,0x4000000d6ecfce37,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
168,0xE0D7,1,3,Item,0,0x4000000d6ed0289a,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
169,0xE21C,1,3,Item,0,0x4000000d6f543deb,0x0c00d40000000000,1,Item,306,2,"CGObject,Tag_Item",
170,0xE365,1,3,Item,0,0x4000000d58a541ed,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
171,0xE498,1,3,Item,0,0x4000000d58a54320,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
172,0xE5CB,1,3,Item,0,0x4000000d58a54768,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
173,0xE6FE,1,3,Item,0,0x4000000d6f56af66,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
174,0xE831,1,3,Item,0,0x4000000d58a542c1,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
175,0xE964,1,3,Item,0,0x4000000d58a5476a,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
176,0xEA97,1,3,Item,0,0x4000000d5e636700,0x0c00d40000000000,2,Container,485,3,"CGObject,Tag_Item,Tag_Container",
177,0xEC92,1,3,Item,0,0x4000000d5e5f26b1,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
178,0xEDD7,1,3,Item,0,0x4000000d60b61098,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
179,0xEF1C,1,3,Item,0,0x4000000d5cc1d7be,0x0c00d40000000000,1,Item,306,2,"CGObject,Tag_Item",
180,0xF065,1,3,Item,0,0x4000000d5d6d4208,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
181,0xF1AA,1,3,Item,0,0x4000000d60275dff,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
182,0xF2DD,1,3,Item,0,0x4000000d60b5c67c,0x0c00d40000000000,1,Item,306,2,"CGObject,Tag_Item",
183,0xF426,1,3,Item,0,0x4000000d6959350e,0x0c00d40000000000,1,Item,298,2,"CGObject,Tag_Item",
184,0xF567,1,3,Item,0,0x4000000d6f3492e6,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
185,0xF69A,1,3,Item,0,0x4000000d6f340d84,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
186,0xF7DF,1,3,Item,0,0x4000000d6f3492f7,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
187,0xF912,1,3,Item,0,0x4000000d6f35c7d4,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
188,0xFA45,1,3,Item,0,0x4000000d6f3949a9,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
189,0xFB78,1,3,Item,0,0x4000000d6f340d8e,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
190,0xFCAB,1,3,Item,0,0x4000000d6f35dfe2,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
191,0xFDDE,1,3,Item,0,0x4000000d6f38673d,0x0c00d40000000000,1,Item,289,2,"CGObject,Tag_Item",
192,0xFF16,1,3,Item,0,0x4000000d6f34dc4f,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
193,0x1005B,1,3,Item,0,0x4000000d6a0af0ae,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
194,0x101A0,1,3,Item,0,0x4000000d6a0b2eb4,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
195,0x102D3,1,3,Item,0,0x4000000d6b237e1b,0x0c00d40000000000,1,Item,294,2,"CGObject,Tag_Item",
196,0x10410,1,3,Item,0,0x4000000d6b238dec,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
197,0x10555,1,3,Item,0,0x4000000d6cf3f740,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
198,0x1069A,1,3,Item,0,0x4000000d6cf3fe26,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
199,0x107DF,1,3,Item,0,0x4000000d6a9aee2d,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
200,0x10924,1,3,Item,0,0x4000000d6a9c3f4a,0x0c00d40000000000,1,Item,306,2,"CGObject,Tag_Item",
201,0x10A6D,1,3,Item,0,0x4000000d6a9bee8e,0x0c00d40000000000,1,Item,294,2,"CGObject,Tag_Item",
202,0x10BAA,1,3,Item,0,0x4000000d6a9aee42,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
203,0x10CDD,1,3,Item,0,0x4000000d6e485622,0x0c00d40000000000,1,Item,302,2,"CGObject,Tag_Item",
204,0x10E22,1,3,Item,0,0x4000000d6e465fd6,0x0c00d40000000000,1,Item,294,2,"CGObject,Tag_Item",
205,0x10F5F,1,3,Item,0,0x400000099d2c0c10,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
206,0x11092,1,3,Item,0,0x400000099d2c0ca5,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
207,0x111C5,1,3,Item,0,0x4000000979bcbb58,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
208,0x112F8,1,3,Item,0,0x40000009848459cb,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
209,0x1142B,1,3,Item,0,0x40000009848459cd,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
210,0x1155E,1,3,Item,0,0x4000000984845a82,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
211,0x11691,1,3,Item,0,0x400000097d470460,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
212,0x117C4,1,3,Item,0,0x4000000979ff7100,0x0c00d40000000000,2,Container,485,3,"CGObject,Tag_Item,Tag_Container",
213,0x119BF,1,3,Item,0,0x4000000979ff7101,0x0c00d40000000000,2,Container,485,3,"CGObject,Tag_Item,Tag_Container",
214,0x11BBB,1,3,Item,0,0x4000000979ff70ef,0x0c00d40000000000,4,AzeriteItem,342,3,"CGObject,Tag_Item,Tag_AzeriteItem",
215,0x11D28,1,3,Item,0,0x4000000979ff7104,0x0c00d40000000000,2,Container,485,3,"CGObject,Tag_Item,Tag_Container",
216,0x11F24,1,3,Item,0,0x4000000979ff7105,0x0c00d40000000000,2,Container,485,3,"CGObject,Tag_Item,Tag_Container",
217,0x12120,1,3,Item,0,0x4000000979ffab6c,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
218,0x12253,1,3,Item,0,0x400000097e9f8abf,0x0c00d40000000000,1,Item,284,2,"CGObject,Tag_Item",
219,0x12386,1,3,Item,0,0x4000000979e989a5,0x0c00d40000000000,2,Container,485,3,"CGObject,Tag_Item,Tag_Container",
